"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Grubauer, Philipp","COL","G","29","The_Face","CGY 3<br/>@COL 5 F","16.6","5.53","99%","+0.1%"
"Karlsson, Erik","SJ","D","30","evanmann","","16.6","5.53","97%","-0.2%"
"Rittich, David","CGY","G","31","Maualpha","CGY 3<br/>@COL 5 F","16.6","5.53","92%","+0.6%"
"Guentzel, Jake","PIT","F","32","SNYD","BUF 3<br/>@PIT 1 F","16.2","4.05","100%","+0.1%"
"Greiss, Thomas","NYI","G","33","SNYD","","15.8","7.9","59%","+0.3%"
"Kadri, Nazem","COL","F","34","420","CGY 3<br/>@COL 5 F","15.6","3.9","78%","-0.3%"
"Bergeron, Patrice","BOS","F","35","evanmann","BOS 2<br/>@DAL 1 F","15.6","5.2","100%","0%"
"Lindholm, Elias","CGY","F","36","Timbo","CGY 3<br/>@COL 5 F","15.4","3.85","98%","+0.1%"
"Miller, J.T.","VAN","F","37","Curt","","15.4","5.13","81%","+12%"
"Marchand, Brad","BOS","F","38","ErikErla","BOS 2<br/>@DAL 1 F","15.4","5.13","100%","0%"
"McDavid, Connor","EDM","F","39","Maualpha","","15.2","5.07","100%","0%"
"Ovechkin, Alex","WSH","F","40","SNYD","","15.2","5.07","100%","0%"
"Rinne, Pekka","NSH","G","41","ErikErla","MIN 2<br/>@NSH 5 F","15","7.5","99%","0%"
"Murray, Matt","PIT","G","42","MorganBu","BUF 3<br/>@PIT 1 F","14.4","7.2","98%","+0.2%"
"Hedman, Victor","TB","D","43","The_Face","FLA 2<br/>@TB 5 F","14.4","4.8","100%","0%"
"Weber, Shea","MON","D","44","MorganBu","MON 3<br/>@CAR 4 F","14.2","4.73","94%","-1.2%"
"Karlsson, William","VGK","F","45","The_Face","","14.2","3.55","93%","0%"
"Vasilevskiy, Andrei","TB","G","46","Curt","FLA 2<br/>@TB 5 F","14","4.67","100%","0%"
"Skinner, Jeff","BUF","F","47","SNYD","BUF 3<br/>@PIT 1 F","14","3.5","93%","-0.2%"
"Burns, Brent","SJ","D","48","ErikErla","","13.8","4.6","100%","+0.1%"
"Hornqvist, Patric","PIT","F","49","ErikErla","BUF 3<br/>@PIT 1 F","13.8","3.45","51%","+4.8%"
"Couture, Logan","SJ","F","50","The_Face","","13.8","4.6","95%","-0.3%"
"Smith, Reilly","VGK","F","51","MorganBu","","13.8","3.45","79%","+3.8%"
"Pettersson, Elias","VAN","F","52","Maualpha","","13.6","4.53","100%","-0.1%"
"Landeskog, Gabriel","COL","F","53","Morgo","CGY 3<br/>@COL 5 F","13.6","3.4","100%","0%"
"Johnsson, Andreas","TOR","F","54","evanmann","","13.6","4.53","72%","+1.2%"
"Nugent-Hopkins, Ryan","EDM","F","55","Morgo","","13.4","4.47","94%","-0.2%"
"Stamkos, Steven","TB","F","56","MorganBu","FLA 2<br/>@TB 5 F","13.4","4.47","100%","0%"
"Ekman-Larsson, Oliver","ARI","D","57","SNYD","ARI 1<br/>@ANA 2 F","13.4","4.47","92%","-0.8%"
"Kessel, Phil","ARI","F","58","Morgo","ARI 1<br/>@ANA 2 F","13.2","4.4","94%","-1.6%"
"Olofsson, Victor","BUF","F","59","evanmann","BUF 3<br/>@PIT 1 F","13.2","3.3","87%","+3%"
"Heiskanen, Miro","DAL","D","60","SNYD","BOS 2<br/>@DAL 1 F","13.2","3.3","95%","-0.5%"
"Hamilton, Dougie","CAR","D","61","Curt","MON 3<br/>@CAR 4 F","12.8","4.27","99%","+0.2%"
"Chabot, Thomas","OTT","D","62","420","","12.8","4.27","98%","-0.7%"
"Ristolainen, Rasmus","BUF","D","63","Curt","BUF 3<br/>@PIT 1 F","12.8","3.2","92%","-1.5%"
"Morrissey, Josh","WPG","D","64","The_Face","WPG 4<br/>@NYR 6 F","12.8","4.27","92%","+1%"
"Tarasenko, Vladimir","STL","F","65","The_Face","","12.6","4.2","99%","0%"
"Kapanen, Kasperi","TOR","F","66","420","","12.6","4.2","58%","-3%"
"Marchessault, Jonathan","VGK","F","67","Morgo","","12.4","3.1","96%","-0.7%"
"Petry, Jeff","MON","D","68","Curt","MON 3<br/>@CAR 4 F","12.4","4.13","85%","+2.3%"
"Crosby, Sidney","PIT","F","69","Timbo","BUF 3<br/>@PIT 1 F","12.4","3.1","100%","0%"
"Scheifele, Mark","WPG","F","70","evanmann","WPG 4<br/>@NYR 6 F","12.4","4.13","100%","0%"
"Eichel, Jack","BUF","F","71","Timbo","BUF 3<br/>@PIT 1 F","12.2","3.05","100%","0%"
"Bishop, Ben","DAL","G","72","MorganBu","BOS 2<br/>@DAL 1 F","12.2","4.07","99%","-0.5%"
"Teravainen, Teuvo","CAR","F","73","Maualpha","MON 3<br/>@CAR 4 F","12","4","99%","+0.1%"
"Kopitar, Anze","LA","F","74","MorganBu","","12","3","90%","+1.1%"
"Josi, Roman","NSH","D","75","Timbo","MIN 2<br/>@NSH 5 F","11.8","3.93","100%","0%"
"Huberdeau, Jonathan","FLA","F","76","evanmann","FLA 2<br/>@TB 5 F","11.8","3.93","100%","0%"
"Shattenkirk, Kevin","TB","D","77","ErikErla","FLA 2<br/>@TB 5 F","11.8","3.93","85%","+1.9%"
"Getzlaf, Ryan","ANA","F","78","Timbo","ARI 1<br/>@ANA 2 F","11.8","3.93","70%","-2.3%"
"Pietrangelo, Alex","STL","D","79","evanmann","","11.6","3.87","97%","-0.3%"
"Trocheck, Vincent","FLA","F","80","evanmann","FLA 2<br/>@TB 5 F","11.6","3.87","94%","-0.5%"
"Backstrom, Nicklas","WSH","F","81","MorganBu","","11.6","3.87","99%","+0.1%"
"Couturier, Sean","PHI","F","82","Curt","","11.4","3.8","97%","-1.3%"
"Neal, James","EDM","F","83","Curt","","11.2","3.73","89%","+2%"
"Klefbom, Oscar","EDM","D","84","Timbo","","11.2","3.73","93%","+3.5%"
"Theodore, Shea","VGK","D","85","MorganBu","","11.2","2.8","92%","+0.1%"
"Voracek, Jakub","PHI","F","86","evanmann","","11.2","3.73","86%","-2.4%"
"Klingberg, John","DAL","D","87","Curt","BOS 2<br/>@DAL 1 F","11","2.75","99%","-0.5%"
"Nurse, Darnell","EDM","D","88","The_Face","","11","3.67","95%","+0.8%"
"Schenn, Brayden","STL","F","89","Maualpha","","11","3.67","94%","+2.4%"
"Subban, P.K.","NJ","D","90","SNYD","","10.8","3.6","95%","-0.9%"
"Mrazek, Petr","CAR","G","91","420","MON 3<br/>@CAR 4 F","10.8","5.4","94%","+0.2%"
"Boeser, Brock","VAN","F","92","Maualpha","","10.8","3.6","98%","-0.2%"
"Dahlin, Rasmus","BUF","D","93","Timbo","BUF 3<br/>@PIT 1 F","10.6","2.65","100%","0%"
"Kane, Patrick","CHI","F","94","evanmann","","10.6","5.3","99%","-0.1%"
"Giroux, Claude","PHI","F","95","MorganBu","","10.6","3.53","98%","-0.5%"
"Haula, Erik","CAR","F","96","420","MON 3<br/>@CAR 4 F","10.6","3.53","66%","+9%"
"Ekblad, Aaron","FLA","D","97","Morgo","FLA 2<br/>@TB 5 F","10.6","3.53","90%","-0.3%"
"Hall, Taylor","NJ","F","98","ErikErla","","10.4","3.47","100%","-0.1%"
"McDonagh, Ryan","TB","D","99","Morgo","FLA 2<br/>@TB 5 F","10.2","3.4","67%","-7.2%"
"Varlamov, Semyon","NYI","G","100","Morgo","","10.1","10.1","77%","-2.6%"
"Aho, Sebastian","CAR","F","101","Curt","MON 3<br/>@CAR 4 F","9.8","3.27","99%","-0.4%"
"Keller, Clayton","ARI","F","102","Maualpha","ARI 1<br/>@ANA 2 F","9.8","3.27","89%","-2.5%"
"Jones, Seth","CBJ","D","103","ErikErla","","9.6","3.2","98%","-0.5%"
"Hughes, Jack","NJ","F","104","MorganBu","","9.6","3.2","90%","-4.8%"
"Makar, Cale","COL","D","105","Maualpha","CGY 3<br/>@COL 5 F","9.4","2.35","98%","-0.1%"
"Meier, Timo","SJ","F","106","Morgo","","9.4","3.13","97%","-1.1%"
"Domi, Max","MON","F","107","Timbo","MON 3<br/>@CAR 4 F","9.4","3.13","97%","+0.3%"
"Toews, Jonathan","CHI","F","108","The_Face","","9.4","4.7","87%","-2.6%"
"Hintz, Roope","DAL","F","109","evanmann","BOS 2<br/>@DAL 1 F","9.2","2.3","81%","-1.6%"
"Raanta, Antti","ARI","G","110","Timbo","ARI 1<br/>@ANA 2 F","9.2","9.2","61%","-2.4%"
"Kuznetsov, Evgeny","WSH","F","111","SNYD","","9","3","99%","0%"
"Laine, Patrik","WPG","F","112","Maualpha","WPG 4<br/>@NYR 6 F","8.8","2.93","100%","0%"
"Gallagher, Brendan","MON","F","113","Curt","MON 3<br/>@CAR 4 F","8.6","2.87","94%","+0.1%"
"DeBrincat, Alex","CHI","F","114","Maualpha","","8.4","4.2","99%","-0.4%"
"Benn, Jamie","DAL","F","115","ErikErla","BOS 2<br/>@DAL 1 F","8.4","2.1","95%","-1.4%"
"Monahan, Sean","CGY","F","116","420","CGY 3<br/>@COL 5 F","8.4","2.1","100%","0%"
"Point, Brayden","TB","F","117","SNYD","FLA 2<br/>@TB 5 F","8.2","2.73","100%","0%"
"Trouba, Jacob","NYR","D","118","evanmann","WPG 4<br/>@NYR 6 F","8.2","4.1","96%","0%"
"Yandle, Keith","FLA","D","119","Curt","FLA 2<br/>@TB 5 F","8.2","2.73","95%","-1.4%"
"Reinhart, Sam","BUF","F","120","Morgo","BUF 3<br/>@PIT 1 F","8.2","2.05","91%","-0.5%"
"Quick, Jonathan","LA","G","121","MorganBu","","8","4","55%","-8.1%"
"Kucherov, Nikita","TB","F","122","Morgo","FLA 2<br/>@TB 5 F","8","2.67","100%","0%"
"Dadonov, Evgenii","FLA","F","123","Maualpha","FLA 2<br/>@TB 5 F","7.8","2.6","97%","+0.7%"
"Barkov, Aleksander","FLA","F","124","Timbo","FLA 2<br/>@TB 5 F","7.6","2.53","100%","-0.3%"
"Matthews, Auston","TOR","F","125","MorganBu","","7.6","2.53","100%","0%"
"Seguin, Tyler","DAL","F","126","The_Face","BOS 2<br/>@DAL 1 F","7.2","1.8","99%","-0.1%"
"Gibson, John","ANA","G","127","Curt","ARI 1<br/>@ANA 2 F","7.2","3.6","95%","+0.2%"
"Tavares, John","TOR","F","128","420","","7.2","3.6","99%","-0.1%"
"Zibanejad, Mika","NYR","F","129","Timbo","WPG 4<br/>@NYR 6 F","7","3.5","100%","0%"
"Palmieri, Kyle","NJ","F","130","The_Face","","6.6","2.2","82%","-4.6%"
"Radulov, Alexander","DAL","F","131","evanmann","BOS 2<br/>@DAL 1 F","6.4","1.6","96%","-1.8%"
"Werenski, Zach","CBJ","D","132","420","","6.4","2.13","88%","-2%"
"Mantha, Anthony","DET","F","133","evanmann","","6.4","2.13","98%","+0.3%"
"Provorov, Ivan","PHI","D","134","Morgo","","6","2","84%","0%"
"Ehlers, Nikolaj","WPG","F","135","ErikErla","WPG 4<br/>@NYR 6 F","6","2","88%","-0.1%"
"Wilson, Tom","WSH","F","136","SNYD","","6","2","80%","-1.8%"
"Gusev, Nikita","NJ","F","137","ErikErla","","6","2","75%","-5.5%"
"Dubois, Pierre-Luc","CBJ","F","138","420","","5.8","1.93","88%","-1.5%"
"Doughty, Drew","LA","D","139","420","","5.6","1.4","91%","0%"
"Horvat, Bo","VAN","F","140","SNYD","","5.4","1.8","86%","-5%"
"Larkin, Dylan","DET","F","141","Timbo","","5.4","1.8","100%","-0.1%"
"Gustafsson, Erik","CHI","D","142","SNYD","","5.2","2.6","98%","-0.7%"
"Atkinson, Cam","CBJ","F","143","MorganBu","","5.2","1.73","93%","-1.4%"
"Spurgeon, Jared","MIN","D","144","Timbo","MIN 2<br/>@NSH 5 F","5.2","1.73","56%","-2%"
"Tkachuk, Matthew","CGY","F","145","Morgo","CGY 3<br/>@COL 5 F","5","1.25","99%","0%"
"Arvidsson, Viktor","NSH","F","146","Timbo","MIN 2<br/>@NSH 5 F","5","1.67","97%","-0.4%"
"Sergachev, Mikhail","TB","D","147","MorganBu","FLA 2<br/>@TB 5 F","5","1.67","94%","+0.3%"
"Konecny, Travis","PHI","F","148","Curt","","5","1.67","82%","+1.4%"
"Dumba, Matt","MIN","D","149","evanmann","MIN 2<br/>@NSH 5 F","4.8","1.6","96%","-1.3%"
"Ekholm, Mattias","NSH","D","150","Maualpha","MIN 2<br/>@NSH 5 F","4.8","1.6","92%","+0.7%"
"Duchene, Matt","NSH","F","151","ErikErla","MIN 2<br/>@NSH 5 F","4.8","1.6","98%","+0.1%"
"Connor, Kyle","WPG","F","152","420","WPG 4<br/>@NYR 6 F","4.8","1.6","93%","-0.8%"
"Pavelski, Joe","DAL","F","153","SNYD","BOS 2<br/>@DAL 1 F","4.4","1.1","86%","-5.7%"
"Suter, Ryan","MIN","D","154","ErikErla","MIN 2<br/>@NSH 5 F","4.2","1.4","78%","-2.1%"
"Forsberg, Filip","NSH","F","155","The_Face","MIN 2<br/>@NSH 5 F","4","4","100%","0%"
"Perron, David","STL","F","156","Morgo","","4","1.33","66%","-1.4%"
"Bobrovsky, Sergei","FLA","G","157","Curt","FLA 2<br/>@TB 5 F","3.9","1.95","96%","-0.7%"
"Binnington, Jordan","STL","G","158","Maualpha","","3.8","1.9","99%","-0.2%"
"Strome, Dylan","CHI","F","159","MorganBu","","3.8","1.9","81%","-1.5%"
"Smith, Mike","EDM","G","160","SNYD","","3.8","3.8","70%","+2.4%"
"McAvoy, Charlie","BOS","D","161","SNYD","BOS 2<br/>@DAL 1 F","3.8","1.27","90%","-3.7%"
"Holtby, Braden","WSH","G","162","The_Face","","3.7","1.85","98%","-1%"
"Panarin, Artemi","NYR","F","163","Maualpha","WPG 4<br/>@NYR 6 F","3.6","1.8","97%","-0.1%"
"Tkachuk, Brady","OTT","F","164","The_Face","","3.4","1.13","94%","-1.4%"
"Gostisbehere, Shayne","PHI","D","165","ErikErla","","3.2","1.07","88%","-6.7%"
"Barrie, Tyson","TOR","D","166","MorganBu","","3.2","1.07","99%","-0.6%"
"Wheeler, Blake","WPG","F","167","Curt","WPG 4<br/>@NYR 6 F","3","1","99%","-0.2%"
"Hoffman, Mike","FLA","F","168","ErikErla","FLA 2<br/>@TB 5 F","3","1","98%","+0.2%"
"Hellebuyck, Connor","WPG","G","169","Timbo","WPG 4<br/>@NYR 6 F","3","1.5","97%","-0.1%"
"Rask, Tuukka","BOS","G","170","Morgo","BOS 2<br/>@DAL 1 F","2.7","2.7","98%","-0.2%"
"Nylander, William","TOR","F","171","420","","1.6","0.53","96%","-0.6%"
"Johansen, Ryan","NSH","F","172","420","MIN 2<br/>@NSH 5 F","1.6","0.53","84%","+0.3%"
"Gaudreau, Johnny","CGY","F","173","ErikErla","CGY 3<br/>@COL 5 F","1.4","0.35","100%","0%"
"Svechnikov, Andrei","CAR","F","174","evanmann","MON 3<br/>@CAR 4 F","1.4","0.47","96%","+0.2%"
"OReilly, Ryan","STL","F","175","Curt","","1.4","0.47","98%","-0.5%"
"Hughes, Quinn","VAN","D","176","The_Face","","1.2","0.4","92%","-1.3%"
"Lundqvist, Henrik","NYR","G","177","SNYD","WPG 4<br/>@NYR 6 F","0.6","0.6","75%","-1.8%"
"Malkin, Evgeni","PIT","F","178","evanmann","BUF 3<br/>@PIT 1 F","0","0","96%","-0.5%"
"Kakko, Kaapo","NYR","F","179","420","WPG 4<br/>@NYR 6 F","0","0","91%","-3.2%"
"Markstrom, Jacob","VAN","G","180","ErikErla","","0","0","86%","+0.3%"
"Galchenyuk, Alex","PIT","F","181","Timbo","BUF 3<br/>@PIT 1 F","0","0","77%","-2.3%"
"Byfuglien, Dustin","WPG","D","182","Maualpha","WPG 4<br/>@NYR 6 F","0","0","73%","-0.1%"
"Hart, Carter","PHI","G","183","ErikErla","","-4.7","-2.35","98%","-0.3%"
